Sim_MPH_1 Sim_MPH_2 Sim_MPH_3 Sim_MPH_4 Sim_MPH_5 Sim_MPH_6 Sim_MPH_7 Sim_MPH_8 Sim_MPH_9 Sim_MPH_10 Sim_MPH_11 Sim_MPH_12 Sim_MPH_13 Sim_MPH_14 Sim_MPH_15 Sim_MPH_16 Sim_MPH_17 Sim_MPH_18 Sim_MPH_19 Sim_MPH_20 Sim_MPH_21 Sim_MPH_22 Sim_MPH_23 Sim_MPH_24 Sim_MPH_25 Sim_MPH_26 Sim_MPH_27 Sim_MPH_28 Sim_MPH_29 Sim_MPH_30 Sim_MPH_31 Sim_MPH_32 Sim_MPH_33 Sim_MPH_34 Sim_MPH_35 Sim_MPH_36 Sim_MPH_37 Sim_MPH_38 Sim_MPH_39 Sim_MPH_40 Sim_MPH_41 Sim_MPH_42 Sim_MPH_43 Sim_MPH_44 Sim_MPH_45 Sim_MPH_46 Sim_MPH_47 Sim_MPH_48 Sim_MPH_49 Sim_MPH_50 Sim_MPH_51 Sim_MPH_52 Sim_MPH_53 Sim_MPH_54 Sim_MPH_55 Sim_MPH_56 Sim_MPH_57 Sim_MPH_58 Sim_MPH_59 Sim_MPH_60 Sim_MPH_61 Sim_MPH_62 Sim_MPH_63 Sim_MPH_64 Sim_MPH_65 Sim_MPH_66 Sim_MPH_67 Sim_MPH_68 Sim_MPH_69 Sim_MPH_70 Sim_MPH_71 Sim_MPH_72 Sim_MPH_73 Sim_MPH_74 Sim_MPH_75 Sim_MPH_76 Sim_MPH_77 Sim_MPH_78 Sim_MPH_79 Sim_MPH_80 Sim_MPH_81 Sim_MPH_82 Sim_MPH_83 Sim_MPH_84 Sim_MPH_85 Sim_MPH_86 Sim_MPH_87 Sim_MPH_88 Sim_MPH_89 Sim_MPH_90 Sim_MPH_91 Sim_MPH_92 Sim_MPH_93 Sim_MPH_94 Sim_MPH_95 Sim_MPH_96 Sim_MPH_97 Sim_MPH_98 Sim_MPH_99 Sim_MPH_100
F001_x_M001 -0.459818077013558 -1.01282032254233 0.992840688587318 0.88826024932291 -0.323911381993314 1.13858727917964 1.12815181176128 0.0532158335710942 0.882436295963553 -1.48194800125655 0.0578810863103969 0.0514746445786639 -1.40295570443114 -0.319202055679781 0.359169702570151 -0.358485956118293 -0.0628455147899355 -1.46457097334201 1.31876394934213 -0.904270326553374 0.589838459358611 0.0403711233550632 1.24980264928481 0.240258802369368 -1.40333231401233 -0.448061279505387 -0.0715271668375022 -0.604417789123994 -0.0990291024550074 1.98804498442322 -1.06376773691156 -1.16926059593586 0.167638701243898 1.4400838945821 -0.354721633699474 -0.223756831689149 -0.992418880337673 0.313795450046484 -0.270978936205628 0.224624513669592 1.02866048363131 -0.242865027862559 0.778709283594313 -0.0320058641367093 0.573795130865919 0.461823537138349 -1.05817455128056 -0.106896566252059 0.927896847825888 0.580726732156664 1.28897886705765 1.43346335797756 0.709736831812368 -0.275888048945029 -0.0624033080530053 1.16988361009639 -0.775485369699052 0.348983473396738 -0.249781833758798 0.377831377936968 -0.270892195098736 -1.01571841657981 0.18952802333794 0.109594604559516 -0.375975860504688 -0.91997192641748 1.18403048082693 -0.540895609294203 0.615814977366178 -0.612427681608444 1.98565687652066 0.405745628933082 1.66354365775956 -0.812655013739162 -0.206987054825587 0.922025491420068 0.637722526216309 -1.65492791810155 0.763725033138864 -1.15467642391978 0.554840186861902 -0.464786020094111 -1.05236218563667 -0.929532769464797 1.38878662338256 0.747896811089354 -1.36789110067759 -1.80004587223195 0.181296178743156 0.372208656106452 -0.758931826877614 0.678697454160288 0.308864086293532 0.927635641975085 -1.62511143623505 -0.440887341744786 0.786421030985595 0.333780025595892 1.1106284109056 0.263225213137772
F001_x_M002 -0.317082959584568 -0.794475580873422 0.127432945234699 0.762207270201142 -1.35913927827456 0.930546005302134 -0.46172502415733 1.26210757627069 -0.57713142488505 0.373131422478299 0.536048886188627 -0.36090948249319 0.0233998144742005 0.760676377793224 1.08957673777947 0.656918445822005 -0.739254734566462 -1.07451518425181 0.676422834197912 0.992371713686422 0.906298671531602 0.287783197080014 0.990824548385008 0.802021804912121 -0.42947891221608 -0.537728260472581 -1.46479410391464 -0.818205420050281 -1.01152452995877 1.88532766074489 -0.263325093385734 -0.0673647246962452 -0.00204001058747266 1.15880527560033 -0.808650155298219 0.107397918577721 0.391331284872302 0.324557902961644 0.991188322953137 -0.0281321636957952 -0.584378849609516 0.598019302913638 1.19706773798706 -0.22408757362016 0.135859248573297 -1.4954599251386 -2.45182886721525 2.15074409471871 -0.796683926673999 -0.111552598866692 -0.720269468303029 -0.805611059447292 1.0494343496995 0.25587235015754 1.31698385227063 -0.360873828819799 0.0982495479914123 0.317959321043663 0.365627188251182 -0.978276468331699 0.0780569193590443 -0.0124956013556589 -0.0667265540004346 -0.78152295023158 -0.721614368937368 0.176899518353806 -0.407767865893762 -0.259571816541942 -0.645003908484604 0.621044455259093 -0.293189904958095 0.147183774024548 -0.0174558183197023 -0.539212004438728 -0.241191851730111 -0.0916823833312073 -0.767300828544102 -0.402500338801656 1.98323293722567 -0.0213183976455997 0.35656106699092 1.273594978861 -0.272186403035798 -1.15352895175133 0.221508070370282 -0.431298774043632 -0.644922705624953 -0.947724113485853 1.56338661503995 1.16861871830171 -0.162713791575286 1.59146808104383 0.135690712859411 0.673519594138592 0.107788446858146 1.21802296492505 -0.273827645373518 0.307083049559483 1.4178108667249 -0.29221987806853
F001_x_M003 -0.439728030274384 -1.10748366507281 1.11901337246991 -1.07000838812257 -2.18858178852043 0.199199053379312 0.222912236087523 -0.119355249446311 1.11451235373051 -0.0355009949032568 1.49022533196058 0.557245200712297 -0.886594503438624 -0.757262206548176 1.00661072452455 1.38457526048347 0.175574650715377 -1.046561045445 -0.676059542383212 1.3796289124081 2.06494528674596 -0.768585531197439 0.345018039021641 1.4326657391049 -1.30973269029738 0.300814629087522 -1.19261453958846 -0.197130452884716 0.0418229559815313 1.43083375990833 -0.671067029927638 -0.914795515990132 1.23833594283103 0.643905507620697 -1.23424971786126 -0.707968512891672 -0.0623047654686432 -1.25653457091384 1.52299300382581 -0.227302624697059 0.302155459392379 0.804245206229815 -0.113770900853159 -0.509755498143193 -0.389565054162399 -0.532828771022259 -1.37548747376703 2.67128964105398 2.04430646684513 0.0443829197766615 -0.408922241708159 -0.695052994450475 1.46861507244241 2.12396339767843 1.47793144069456 0.220446331823328 1.41208480914162 0.605250353243005 0.0963438411305441 0.60277745203086 0.75694006521525 0.299710141863683 1.98763880611651 0.766646848692275 -1.63598937446806 0.440633011418655 0.276084576271601 -0.677516765462561 -0.979158448263945 -0.382021932232777 1.12999534952188 0.654399600732795 -0.570571904247099 -0.197225049078909 -1.24870928366327 0.347289108404149 -0.565225823509372 -1.46655198130721 1.68120317202209 0.269059362297597 0.789379630303011 -0.184077085481482 0.418975015335017 -1.65130359333487 1.86649678122924 -0.357035498546004 -0.0436339482650947 -0.33245273401548 1.70009857044679 -0.0662018790396559 -0.490830981694053 1.13379317226485 0.418883281543786 1.66432272711225 -0.316806301756697 -0.248765503037129 0.217403415782952 -1.0733254163088 2.38062037638432 0.447887695606259
F001_x_M004 -0.340471501713405 -0.868791913896706 1.77020710099347 -0.0130598698111517 -1.60903079723513 0.929853588810608 -0.133605100739271 0.139110620611846 1.41631436958906 0.218711751474556 1.20850128002695 0.0976591577294525 -0.286999313255472 0.72309224661943 0.146691116546722 -0.244806380320708 -0.100379747531211 -0.105210409917103 -0.690759215980364 2.50760217444048 2.31727361020021 0.445664574407767 1.35521087148054 0.614446193706246 -0.697931994766561 0.200734232076097 -0.863296812501571 0.308442115133581 -0.371348696556505 1.87009872953282 0.324590333860572 1.0919507354758 0.118555883468981 2.25116588502877 -1.17078844295124 -1.17997138385787 0.714209181806938 0.0943765273713347 -0.873444125476479 -0.66702361063391 1.77748676001873 1.11034058398983 -0.820800155888589 0.166368601990184 -0.699706883488542 0.344602580845838 -0.761954498292111 0.446065675222036 -0.347328994560262 1.38434447676965 -0.674394626677548 -1.21186573187732 0.70049211921803 -0.234195279919665 0.898386654526625 0.410547027367581 0.59747980193229 0.141701122844939 -0.820976320209631 0.0655164926649928 -0.77861892646311 1.03385661462634 2.4105087482934 -0.899285657443327 -0.47570756156413 -0.441862474396943 -0.181269324272402 -1.81218626939837 -0.467889841519981 -0.355990433169738 0.0214799518905762 0.680697244899782 -0.145618913676846 -1.02557265945655 0.00729811431410043 0.444335729129953 -2.03903141767378 -0.7607370502834 1.80693740323845 -1.31379405514116 -0.565841959131634 0.586945783560743 -0.622262605581 -0.38880913141762 0.754975362575525 -1.27801407996049 0.223264086871434 -0.848809198264979 1.75411897968967 1.98833239063644 -0.649452445902697 -0.935792944674826 0.955443627953844 -0.527417376574881 -0.148944236804929 0.606976154933683 -1.28986125977015 0.138130933520238 1.11803255396022 -0.0636762004821313
F001_x_M005 0.155824295464776 -0.721872722362528 1.06068772206955 1.20776919281546 -0.403697047520362 1.14018732333203 0.688419623540959 0.143034641930785 0.137098840449513 -0.553482547694663 0.148691531476947 -1.00045732848696 -0.589315692390342 -0.78465542962624 -0.0563886288337692 1.21082061951422 0.214093334133736 -0.853456914778874 -0.420803518110719 1.63867679869211 0.56847191544058 -1.09742501956489 -0.0160715324035668 1.9758703698053 -1.0714146749242 0.681620628580935 -0.0866450732920363 -1.32375003365616 0.0637106261362078 0.615806854910106 -2.46773304687224 -1.1594829944073 1.56706037050297 0.549162089306537 0.509766215531634 -0.30866042123352 -0.554558986495198 -0.60661536001859 0.266824421215346 -0.364978277061566 -0.0884665958194544 -0.223882522320083 -0.0503731811156788 -0.613583190021025 0.00785623442963163 -0.647390974804287 -1.21836903860314 1.94226492333365 -0.282001948810563 0.512136840264791 -0.544255025485695 -1.45271549178759 1.89615815836067 1.34076841270243 0.784646085417658 0.163029510308004 0.384771094168345 0.875751099231147 0.616756940358061 -0.768317505137692 0.80663643214269 -0.373375058653441 0.778132728822077 0.328420021208693 -0.749581434170959 1.27798005050961 -0.908699007341078 -1.31237486793 -0.291088293117371 -0.0521756972236603 1.11369209195878 0.386354810297287 -1.04334584031029 0.13827059616605 -0.205295245119158 -0.322535883877251 -0.87857260966352 -1.05547487309785 0.880793622504369 -1.00013428358702 0.190475468716444 0.440199761001245 -0.53444086570145 -1.00505833090289 0.663612732262001 -1.80427949362632 0.926908439097336 -1.18614907672823 1.11581150369822 0.367570617620934 -0.861404210349578 -0.817423483340943 -0.818385548621797 1.0974424564246 -0.183915197928241 -0.582511713446078 0.739457375123665 -0.50550676196235 2.14340333200564 -0.595768697985341
F001_x_M006 -0.359782277680071 0.147152265424708 0.512955807960317 -0.470259122466774 -0.751017811302792 0.9600661016806 -0.170444875860386 1.87320894045808 0.51270645318242 -0.989263336039282 0.778516494971014 0.231343594951139 -1.4978712184361 0.00949231361837238 1.09576653469558 -0.35744459420128 -0.077001381265262 -0.0484613753089916 -2.24862809093647 0.551091284386605 0.572069221030163 0.951776021414717 1.30063338224729 0.64670850212784 0.287919262243901 0.81072681913122 -0.881907670803139 -0.973211845554509 -1.03853298897997 0.911294747208581 -1.73265931221367 -0.533135664044098 -0.385775120852502 0.857296210088981 -0.663839756225202 -0.38907127609631 0.825884110666723 1.49696642184794 0.193183946508622 0.37807991872187 0.017257773659788 -0.273538372939456 -0.798922393390951 0.200923723583172 0.000647214841531185 -0.367233108239756 -1.25952804295899 1.28456784283436 -0.677626044661884 -0.379974637712606 0.175852715302333 -1.8684580735764 1.04571359565009 -0.642095592581914 1.08153330687987 0.465005856529096 0.145435866838889 0.831997447465731 0.160906446900671 0.896627615238904 -0.383181672829313 0.391621092739303 2.45694583514857 -1.40963542245382 -0.929313088950234 1.22015280390018 0.949609932453817 -0.0491405211353158 -0.0637713903165451 -0.280255328148335 -1.26191975132984 1.18428247818808 0.202573706441143 0.63618272874874 0.151892820635921 0.117111932554977 -0.432304247298877 0.868733077070584 1.62698100296896 -0.789311096401241 0.14954675120304 -1.10085752298687 -1.09372196558289 -1.18223362460762 0.928366081255779 0.563347218619642 0.335972664110933 -0.715302971140036 0.217989838449889 0.607475048014166 -0.818163149595106 -0.243624846524021 1.31886765322874 0.612051734403982 -0.612948459546868 0.107606272762965 -0.787310635992933 -0.288067591643829 0.199011439007349 -0.562203088834631
F001_x_M007 0.0339412315777325 -0.136095584869164 1.21488327239898 1.08406716586873 -0.835155027087778 0.690985796673334 -0.366256314454399 -0.232525501863137 0.391620517056404 -0.199865326854134 -0.1005738150207 2.41666713435866 -1.4406498098541 -0.549658740996531 0.806613481271663 0.656405729076829 -0.715392291830728 -0.523064943628023 -0.449512490398057 -0.326363293618868 3.05612105275128 1.47196039780168 0.0600953264949428 0.459099499214358 0.193983466030901 1.0684830481203 -0.459107864685993 -0.758732142886054 -1.08574889057225 0.548557781515068 0.319495155821 0.074211770556093 0.615028816743252 -0.516225459586082 -0.246523531140775 -0.502377175185307 -0.181788787500208 -0.0682294384944316 0.70716492350039 -0.694816806672609 0.675711000036627 0.468165687039572 0.074525717315257 0.385850979739141 -1.43831242505984 -0.0454011372625869 -1.73398310167905 -0.351204995772109 0.133901572634235 0.139961106300175 -0.213225385194676 -1.21013783307037 1.55688159197092 0.35673222884275 0.264577618966183 -0.0169358960001553 -0.36471737468208 1.80261037178419 0.799002982860131 -0.696627566910047 0.472724601481872 1.63504953394344 1.58620467141582 -0.324425059162289 -1.72570509352627 0.23864808540129 0.356771415487554 -1.16928778983721 0.850176828271428 -0.132586388681546 0.178493566149573 0.617766683311699 0.397642568759241 0.101215227796239 0.67996243291067 0.144128522257446 0.0400087749909072 -1.83205616617123 1.48650299165607 -1.11515152609762 0.266503267013478 0.624476727702784 -0.725794033859098 -1.5420976782083 1.9453565267178 -0.336836115012488 -0.350756851744514 -1.43614509042759 1.36301833756972 1.10283341506623 -0.427635485648288 -0.913488638067973 -0.400245660351038 0.29506717471803 -0.372994867032207 0.671496649997585 0.274885351482743 -0.0868171266384891 1.76477448978327 -0.793857370806234
F001_x_M008 1.07148524746418 -0.273098595913007 0.454103614140317 0.0522959869319659 -0.275854297145368 2.35733073828777 0.733783404680764 -0.466537029663008 0.394912181286052 -1.0589729266201 0.62918391361901 0.346827741747774 -1.11476184057851 0.162213711939033 1.31278522385541 -0.019190525145247 -0.108937910300013 -1.68179373654919 -0.152166561520614 0.820232796588286 1.12338148542943 -0.462249222157853 0.535794824780511 1.14748240088995 -1.26746583209373 1.3452498341582 -1.16200508801171 -1.19740298554651 0.00873548382371964 1.38645705654976 -2.22125487538505 0.36317142858813 0.20004121559395 1.87852910889616 -0.0741027928132473 -1.00278106188216 -0.551651331735519 -0.214271519599981 1.52235146249945 -0.131473631461827 -1.30865265630075 0.256253030889051 -0.218524234820289 0.987314164657173 -0.310077976719353 -0.742622241759133 0.674574373015989 1.45757668951622 0.292757471628113 0.549970690706025 -0.0278087025536965 -0.631914363089974 1.00448310501268 1.09666011435584 0.949957837255831 -0.168627870183053 -0.466833887620737 0.681171560157159 -0.46601170282196 -0.745564046762858 -0.15436898442097 -0.969823394595532 -1.05294861188761 -0.545681487618449 -0.163259806924489 -0.258229855389566 0.227868860381744 -1.23890144856133 -2.51483198550725 0.335783774247526 -0.98317384770613 0.206785619219205 -1.05228552191476 -0.428259343009986 -0.0694599523909782 1.25567281392106 -0.822433486143118 0.215017767925069 2.08297842039061 0.220672685539713 0.901395292634247 0.729221966872275 -0.669997930865023 -0.781129454178224 1.21836800262062 -0.724034880648546 -0.486630319035716 -1.20460385521517 1.7300447110015 -0.613055682633678 -0.115675638295753 0.229462136369887 -0.00434332202902932 0.108712393608798 -1.05798690519021 0.349746158662419 -0.836263759570449 0.800063540780075 1.64488077227238 0.526406328047342
F001_x_M009 -0.303326069729237 -1.13621533248545 0.657693628751432 0.375886359073131 -1.32293559813843 0.657935575712936 0.423397322562801 0.94360505588957 1.08203123645074 0.0775704698025491 0.0710419203734668 -0.347274791337096 -0.430675048084047 -1.18473339618775 0.290511342441985 1.27405929388382 -0.124094428862274 0.591101673177144 0.282453558632101 1.16598018780561 2.21733021039218 -0.873434343071525 0.038897780264683 0.879118568200006 -1.18915400708211 0.742425404584989 -0.580800809416554 -0.113731530954633 -0.1097698176964 1.99671469775508 -0.155472472866979 0.617899682485494 0.343495314805782 0.356436200728947 0.740012267779509 -0.556981180275921 -1.93838049470599 -0.793323784697306 -0.0296302745492943 -0.325112248403635 0.288231306172171 0.237163879775279 0.526914925580476 0.311536042635879 -0.61805569471737 -0.323292555180065 -1.08847042305146 1.95328936494694 -0.380198317751681 1.63122383686064 0.355946844397553 -1.54030675891511 1.32999801230766 1.02484764438103 1.08902644403655 1.21634137556666 0.47244963592846 0.335304797583986 -0.320402073805745 -0.798343513465966 1.15828027837175 -0.463824527666588 2.12207912619955 -0.157523374113658 -0.745719705421701 0.596999908442279 0.190761067417743 -1.20855813591729 -0.266977300104462 -0.508623085585834 0.350212182021656 0.673728845327909 0.0421234074160193 -1.00064971173929 1.13919634813089 1.09073740759265 -1.37681809565481 0.409123160308272 2.18063042955073 0.962670335653012 -0.268095067321002 -0.0638844690209662 -1.24067106757312 -3.04429239209721 0.429432091824324 -0.895083162420505 1.27445285606804 -0.535949522428558 1.75444636104645 0.260286219809306 -1.47396827870878 -0.083482193536045 0.826516243718175 2.15051222377514 0.0567281796316302 0.362414723721741 -1.73829160548276 1.39717711953759 1.69639662749385 0.135707178359087
F001_x_M010 -1.90036719916089 -0.855050711261402 1.31733561140761 -1.27201779698818 0.0678131320890536 -0.242146535854577 0.927124199621491 0.584940861935832 0.349719064507316 -0.517981473465439 -0.0379827288502087 -0.135447517979177 0.022874968418872 -0.286937192942754 -0.0945060973144862 1.12995427016592 0.319510430156711 0.660680367103029 -0.341771393763824 -0.578459466183395 1.37550432249573 0.90588732081083 -0.121425986128069 1.54890362343058 0.0483491998391273 -0.234324906462789 -1.29076024306404 -0.426258638272266 -0.0898960608742678 1.13087165984699 -0.861555558962888 -0.250545488380488 0.561456658145444 -0.495532688596662 -0.5001481140038 -0.729892736595111 -0.843970485663626 -0.880663982672104 1.25307571521423 -1.27327480955775 1.4529806994274 -0.0194680158754887 1.89052721755667 -0.0957006492789437 -0.600939947450228 0.41232203589583 -1.17833144733676 -0.0237416554681528 2.13765478094892 -0.101570329215354 -0.481476807552255 0.138484636647667 0.0219495135009605 1.24206131116379 -0.145593109581148 0.630689540039161 0.00393105725644566 1.95143255018645 -0.648188215276751 1.3218727868557 -0.288908788785295 -1.70302077832553 -0.155693363954966 0.367220187379254 -0.930672800267144 -0.28137747333463 0.409654321718397 0.211372890063564 -0.871361326681118 0.513032805776182 1.76639133791189 0.441505250100485 -0.4892892732576 -0.935019516066565 -0.409146054197663 0.418179121828058 -0.876120349806024 -0.824691502755423 2.22716117327586 -0.799937303294738 0.644771421425744 -0.272090038564485 -0.623139256135811 -0.964712568918142 0.232049722393538 -0.640937134006651 0.344491086488119 -1.50549446068891 0.747998135611218 2.17968174650616 -0.727841684777566 -0.250078894371187 -0.358602821562991 1.12189118109769 0.629484513765561 -0.157912619099974 -0.443376268151164 -0.103842218185464 0.270970265309696 -0.631357642095127
